110337	108773	2013	1
113837	112138	2013	1
75300	75435	2012	2
90086	89661	2012	2
94957	93892	2012	2
98386	97201	2012	2
50089	51092	2011	3
66998	67563	2011	3
44775	45877	2010	4
55793	56657	2010	4
32818	34086	2009	5
33716	34964	2009	5
35883	37090	2009	5
17081	18616	2008	6
71294	71638	2008	6
93322	92311	2008	6
56161	57019	2007	7
66382	66972	2007	7
108413	106907	2007	7
112699	111036	2007	7
65611	66226	2006	8
73352	73626	2006	8
73559	73824	2006	8
95224	94158	2006	8
95422	94341	2006	8
102428	101124	2006	8
110713	109134	2006	8
44682	45792	2005	9
47968	49018	2005	9
49115	50144	2005	9
52377	53313	2005	9
65594	66210	2005	9
68082	68590	2005	9
68218	68718	2005	9
68606	69072	2005	9
68711	69163	2005	9
70783	71152	2005	9
74153	74381	2005	9
74177	74404	2005	9
85316	85099	2005	9
85615	85387	2005	9
95485	94404	2005	9
97651	96496	2005	9
95911	94824	2005	9
100965	99698	2005	9
109616	108066	2005	9
111383	109776	2005	9
35949	37154	2004	10
33616	34868	2004	10
46118	47190	2004	10
50387	51385	2004	10
50789	51763	2004	10
55503	56377	2004	10
64171	64827	2004	10
65877	66486	2004	10
64689	65329	2004	10
68152	68658	2004	10
73880	74125	2004	10
74885	75031	2004	10
75456	75587	2004	10
77436	77487	2004	10
79056	79053	2004	10
81491	81370	2004	10
83105	82959	2004	10
83876	83710	2004	10
75360	75494	2004	10
85603	85376	2004	10
85617	85388	2004	10
90425	89987	2004	10
90093	89668	2004	10
91618	91146	2004	10
91635	91163	2004	10
91634	91162	2004	10
91757	91280	2004	10
91759	91282	2004	10
97091	95955	2004	10
97943	96781	2004	10
98388	97203	2004	10
98436	97250	2004	10
106835	105367	2004	10
107418	105940	2004	10
107420	105942	2004	10
107428	105950	2004	10
109132	107609	2004	10
110534	108962	2004	10
111592	109976	2004	10
112487	110829	2004	10
13861	13510	2003	11
15448	17032	2003	11
17051	18586	2003	11
41662	42756	2003	11
42034	43126	2003	11
44062	45110	2003	11
53364	54284	2003	11
56240	57095	2003	11
53364	54377	2003	11
57650	58476	2003	11
58653	59449	2003	11
59797	60570	2003	11
63801	64466	2003	11
70420	70795	2003	11
63801	65318	2003	11
70645	71009	2003	11
74133	74363	2003	11
77008	77073	2003	11
47072	48131	2003	11
77878	77915	2003	11
79003	79005	2003	11
79030	79031	2003	11
81996	81868	2003	11
85317	85100	2003	11
85784	85549	2003	11
87678	87368	2003	11
54796	55687	2003	11
91325	90871	2003	11
91737	91262	2003	11
91633	91161	2003	11
91627	91155	2003	11
91758	91281	2003	11
91755	91278	2003	11
91753	91276	2003	11
91745	91269	2003	11
91639	91168	2003	11
91742	91267	2003	11
91741	91266	2003	11
93488	92475	2003	11
94953	93888	2003	11
96201	95102	2003	11
96403	95297	2003	11
92154	91576	2003	11
98283	97101	2003	11
98471	97287	2003	11
98757	97557	2003	11
101483	100207	2003	11
101992	100710	2003	11
102468	101162	2003	11
102646	101334	2003	11
104829	103462	2003	11
110103	108542	2003	11
111534	109919	2003	11
111542	109926	2003	11
112021	110388	2003	11
113461	111769	2003	11
113577	111885	2003	11
113893	112191	2003	11
19584	21080	2002	12
29296	30644	2002	12
33563	34818	2002	12
35993	37196	2002	12
35499	36715	2002	12
39805	40944	2002	12
40788	41909	2002	12
43390	44452	2002	12
43844	44890	2002	12
44944	46044	2002	12
46707	47765	2002	12
48496	49536	2002	12
52011	52961	2002	12
52571	53500	2002	12
52462	53394	2002	12
53107	54024	2002	12
53393	54314	2002	12
53475	54395	2002	12
53970	54882	2002	12
58232	59040	2002	12
59257	60036	2002	12
59453	60232	2002	12
60986	61706	2002	12
61115	61821	2002	12
63422	64097	2002	12
63452	64127	2002	12
64037	64697	2002	12
65614	66229	2002	12
67961	68478	2002	12
69797	70203	2002	12
70258	70645	2002	12
70525	70896	2002	12
67961	70903	2002	12
70548	70917	2002	12
70825	71189	2002	12
73054	73342	2002	12
73197	73479	2002	12
74092	74323	2002	12
74125	74355	2002	12
69331	69747	2002	12
81490	81369	2002	12
81967	81840	2002	12
82479	82338	2002	12
82541	82401	2002	12
82992	82849	2002	12
83060	82915	2002	12
83233	83082	2002	12
83336	83179	2002	12
83884	83717	2002	12
84629	84437	2002	12
87930	87616	2002	12
88174	87848	2002	12
88854	88473	2002	12
91751	91274	2002	12
91746	91270	2002	12
91620	91148	2002	12
91748	91272	2002	12
91747	91271	2002	12
91802	91322	2002	12
91801	91321	2002	12
91957	91474	2002	12
92774	91772	2002	12
70525	91799	2002	12
92952	91947	2002	12
93963	92949	2002	12
94447	93427	2002	12
94740	93697	2002	12
95626	94540	2002	12
95659	94574	2002	12
95981	94892	2002	12
96282	95179	2002	12
97837	96677	2002	12
98156	96984	2002	12
98490	97305	2002	12
98714	97516	2002	12
99108	97902	2002	12
100052	98813	2002	12
100288	99049	2002	12
95626	99173	2002	12
100632	99374	2002	12
102981	101661	2002	12
102941	101622	2002	12
103504	102171	2002	12
104743	103366	2002	12
105089	103710	2002	12
105118	103739	2002	12
105198	103814	2002	12
105690	104276	2002	12
105746	104330	2002	12
105747	104335	2002	12
105830	104412	2002	12
105443	104037	2002	12
106454	104997	2002	12
107199	105726	2002	12
107942	106443	2002	12
108259	106757	2002	12
108485	106982	2002	12
109285	107749	2002	12
109408	107866	2002	12
109690	108141	2002	12
110101	108539	2002	12
110380	108814	2002	12
111013	109422	2002	12
111017	109427	2002	12
111283	109680	2002	12
112010	110381	2002	12
112102	110460	2002	12
112811	111145	2002	12
113072	111397	2002	12
111013	111875	2002	12
52316	3696	2001	13
20115	21594	2001	13
25162	26517	2001	13
27443	28808	2001	13
32957	34226	2001	13
38473	39645	2001	13
41001	42120	2001	13
41211	42324	2001	13
41710	42807	2001	13
43372	44432	2001	13
43927	44972	2001	13
45302	46393	2001	13
50348	51346	2001	13
50708	51684	2001	13
52172	53112	2001	13
52534	53463	2001	13
53031	53948	2001	13
53319	54240	2001	13
53360	54281	2001	13
53782	54694	2001	13
54007	54916	2001	13
54426	55323	2001	13
55121	56009	2001	13
3820	15182	2001	13
57838	58659	2001	13
57990	58803	2001	13
58516	59317	2001	13
58567	59373	2001	13
58701	59496	2001	13
58850	59644	2001	13
59705	60478	2001	13
59707	60480	2001	13
59971	60739	2001	13
62249	62950	2001	13
62438	63135	2001	13
63413	64088	2001	13
63627	64299	2001	13
64030	64691	2001	13
64031	64692	2001	13
64786	65429	2001	13
66619	67200	2001	13
67933	68451	2001	13
70130	70523	2001	13
70289	70671	2001	13
71767	72093	2001	13
73243	73522	2001	13
73713	73965	2001	13
31145	32471	2001	13
74528	74739	2001	13
